RunID;SPL Name;Product Index;Coverage Type;Operator;Total Mutants;Equivalent Count;Killed Count;Survived Count;Mutation Score(%)
1;Syngovia;221;state;TransitionMissing;266;0;95;171;35,71
1;Syngovia;221;transition;TransitionMissing;266;0;266;0;100
1;Syngovia;221;pair;TransitionMissing;266;0;266;0;100
1;Syngovia;221;family-baseline;TransitionMissing;266;0;0;266;0
1;Syngovia;221;state;ActionExchange;1903;0;857;1046;45,03
1;Syngovia;221;transition;ActionExchange;1903;0;1903;0;100
1;Syngovia;221;pair;ActionExchange;1903;0;1903;0;100
1;Syngovia;221;family-baseline;ActionExchange;1903;0;0;1903;0
1;Syngovia;221;state;StateMissing;69;0;69;0;100
1;Syngovia;221;transition;StateMissing;69;0;69;0;100
1;Syngovia;221;pair;StateMissing;69;0;69;0;100
1;Syngovia;221;family-baseline;StateMissing;69;0;0;69;0
1;Syngovia;221;state;TransitionDestinationExchange;1207;501;293;413;41,5
1;Syngovia;221;transition;TransitionDestinationExchange;1207;501;653;53;92,49
1;Syngovia;221;pair;TransitionDestinationExchange;1207;501;706;0;100
1;Syngovia;221;family-baseline;TransitionDestinationExchange;1207;501;0;706;0
1;Syngovia;222;state;TransitionMissing;273;0;100;173;36,63
1;Syngovia;222;transition;TransitionMissing;273;0;273;0;100
1;Syngovia;222;pair;TransitionMissing;273;0;273;0;100
1;Syngovia;222;family-baseline;TransitionMissing;273;0;0;273;0
1;Syngovia;222;state;ActionExchange;1982;0;885;1097;44,65
1;Syngovia;222;transition;ActionExchange;1982;0;1982;0;100
1;Syngovia;222;pair;ActionExchange;1982;0;1982;0;100
1;Syngovia;222;family-baseline;ActionExchange;1982;0;0;1982;0
1;Syngovia;222;state;StateMissing;73;0;73;0;100
1;Syngovia;222;transition;StateMissing;73;0;73;0;100
1;Syngovia;222;pair;StateMissing;73;0;73;0;100
1;Syngovia;222;family-baseline;StateMissing;73;0;0;73;0
1;Syngovia;222;state;TransitionDestinationExchange;1286;561;306;419;42,21
1;Syngovia;222;transition;TransitionDestinationExchange;1286;561;673;52;92,83
1;Syngovia;222;pair;TransitionDestinationExchange;1286;561;725;0;100
1;Syngovia;222;family-baseline;TransitionDestinationExchange;1286;561;0;725;0
1;Syngovia;223;state;TransitionMissing;286;0;100;186;34,97
1;Syngovia;223;transition;TransitionMissing;286;0;286;0;100
1;Syngovia;223;pair;TransitionMissing;286;0;286;0;100
1;Syngovia;223;family-baseline;TransitionMissing;286;0;0;286;0
1;Syngovia;223;state;ActionExchange;2060;0;904;1156;43,88
1;Syngovia;223;transition;ActionExchange;2060;0;2060;0;100
1;Syngovia;223;pair;ActionExchange;2060;0;2060;0;100
1;Syngovia;223;family-baseline;ActionExchange;2060;0;0;2060;0
1;Syngovia;223;state;StateMissing;73;0;73;0;100
1;Syngovia;223;transition;StateMissing;73;0;73;0;100
1;Syngovia;223;pair;StateMissing;73;0;73;0;100
1;Syngovia;223;family-baseline;StateMissing;73;0;0;73;0
1;Syngovia;223;state;TransitionDestinationExchange;1325;574;306;445;40,75
1;Syngovia;223;transition;TransitionDestinationExchange;1325;574;699;52;93,08
1;Syngovia;223;pair;TransitionDestinationExchange;1325;574;751;0;100
1;Syngovia;223;family-baseline;TransitionDestinationExchange;1325;574;0;751;0
1;Syngovia;224;state;TransitionMissing;226;0;82;144;36,28
1;Syngovia;224;transition;TransitionMissing;226;0;226;0;100
1;Syngovia;224;pair;TransitionMissing;226;0;226;0;100
1;Syngovia;224;family-baseline;TransitionMissing;226;0;0;226;0
1;Syngovia;224;state;ActionExchange;1660;0;731;929;44,04
1;Syngovia;224;transition;ActionExchange;1660;0;1660;0;100
1;Syngovia;224;pair;ActionExchange;1660;0;1660;0;100
1;Syngovia;224;family-baseline;ActionExchange;1660;0;0;1660;0
1;Syngovia;224;state;StateMissing;58;0;58;0;100
1;Syngovia;224;transition;StateMissing;58;0;58;0;100
1;Syngovia;224;pair;StateMissing;58;0;58;0;100
1;Syngovia;224;family-baseline;StateMissing;58;0;0;58;0
1;Syngovia;224;state;TransitionDestinationExchange;1050;440;246;364;40,33
1;Syngovia;224;transition;TransitionDestinationExchange;1050;440;557;53;91,31
1;Syngovia;224;pair;TransitionDestinationExchange;1050;440;610;0;100
